name,information,address,price,owner,house_type,in_pledge,construction_year,ceiling_height,area,room_count,floor_count,floor ,district,url,lat,lon
1-комнатная квартира · 18.3 м² · 1/5 этаж,"панельный дом, 1983 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, меблирована частично, ✨ Уютная комната в секционном общежитии — готова к заселению! Продаётся тёплая, светлая, угловая комната на 1-м этаже секционного общежит…",Шакарим Кудайбердыулы пр 18,7000000.0,Риелтор,панельный дом,False,1983,2.7,18.3,1.0,5.0,1.0,Алматы р-н,https://krisha.kz/a/show/1008585446?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19209,51.160698,71.485981
3-комнатная квартира · 88.2 м² · 6/13 этаж,"жил. комплекс Махаббат-2, монолитный дом, 2008 г.п., потолки 2.8м., КОМИССИЯ ДЛЯ ПОКУПАТЕЛЕЙ 0% Продам 3 комнатную, улучшенную квартиру в ЖК ""Махаббат"", на правом берегу. Хороший, свежий ремонт. Не угловая, очень теплая, комнаты изолированы, новая сантехника, счетчики. Встроенная кухня. Поблизост…",Сарыарка 41,35000000.0,Риелтор,монолитный дом,False,2008,2.8,88.2,3.0,13.0,6.0,Сарыарка р-н,https://krisha.kz/a/show/1008994807?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19210,51.179399308069,71.404513286324
2-комнатная квартира · 82 м² · 7/10 этаж,"монолитный дом, 2010 г.п., потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, КВАРТИРА В САМОМ СЕРДЦЕ АСТАНЫ — ЛОКАЦИЯ, КОТОРУЮ НЕ ПЕРЕИГРАТЬ Продаётся просторная, светлая квартира в элитной локации столицы — 5 минут пешком до Бульва…",мкр Комсомольский,54900000.0,Хозяин недвижимости,монолитный дом,False,2010,3.0,82.0,2.0,10.0,7.0,Есильский р-н,https://krisha.kz/a/show/1008593578?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19211,51.142969,71.401279
2-комнатная квартира · 59.3 м² · 5/5 этаж,"2007 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., Полноценная 2-комнатная квартира в хорошем районе ✔ Много автобусных маршрутов — отличная транспортная развязка, удобно добираться в любую часть города ✔ Детские сады и школы в шаговой доступности ✔ Уютный и ухоженный дв…",Куляш Байсеитова 8,23000000.0,Риелтор,монолитный дом,False,2007,2.7,59.3,2.0,5.0,5.0,Сарыарка р-н,https://krisha.kz/a/show/1008994760?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19212,51.195119,71.389565
4-комнатная квартира · 122 м² · 6/14 этаж,"жил. комплекс Радуга, монолитный дом, 2008 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел 2 с/у и более, телефон: есть возможность подключения, меблирована полностью, ✨ Продаётся 4-комнатная квартира в ЖК «Радуга» Простор, свет и локация мечты — это именно тот случай, когда…",Кабанбай батыр 5/1,62000000.0,Риелтор,монолитный дом,False,2008,2.7,122.0,4.0,14.0,6.0,Есильский р-н,https://krisha.kz/a/show/1008994656?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19213,51.144626723377,71.416520699859
3-комнатная квартира · 70.9 м² · 5/9 этаж,"жил. комплекс Aisar, монолитный дом, 2025 г.п., потолки 3м., Aisar-2 3 комнатная студия 5 этаж Видовая на Мечеть (очень важно было при покупке) В кухне гостинной 2 окна (с видом на мечеть и возле столовой части) что создает особый уют и дает больше света и воздуха Солнечная 3 метра потол…",Е-321 6,42500000.0,Риелтор,монолитный дом,False,2025,3.0,70.9,3.0,9.0,5.0,Есильский р-н,https://krisha.kz/a/show/1008994752?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19214,51.063499269664,71.423041552921
2-комнатная квартира · 50 м² · 8/11 этаж,"жил. комплекс Семейный, кирпичный дом, 2018 г.п., потолки 2.8м., 🔥🔥🔥Срочно продается ЕВРО2КА🔥🔥🔥 (В ЦЕНТРЕ СТОЛИЦЫ) ✅✅О ЖИЛОМ КОМПЛЕКСЕ✅✅ 📌Левый берег, район Нура 📌Комфорт класс 📌Локация топовая 📌Дом расположен в районе инфраструктурой 📌Тихий уютный двор 📌Детские и спортивные площадки 📌Дом монолитно…",Роза Багланова 3,30600000.0,Риелтор,кирпичный дом,False,2018,2.8,50.0,2.0,11.0,8.0,Нура р-н,https://krisha.kz/a/show/1008994719?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19215,51.117249080002,71.394094821848
2-комнатная квартира · 65 м² · 3/9 этаж,"жил. комплекс Караван-2, кирпичный дом, 2010 г.п., состояние: требует ремонта, потолки 2.8м., санузел совмещенный, интернет проводной",Сатпаева 31,29000000.0,Риелтор,кирпичный дом,False,2010,2.8,65.0,2.0,9.0,3.0,Алматы р-н,https://krisha.kz/a/show/1007902625?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19216,51.137776426806,71.477912776172
3-комнатная квартира · 115 м² · 3/9 этаж,"жил. комплекс GreenLine.Headliner Exclusive, монолитный дом, 2024 г.п., состояние: свежий ремонт, потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, ⸻ 3-к в бизнес+ доме, 115 м², евроремонт, мебель Просторная и стильная квартира в н…",Толе би 52,143700000.0,Хозяин недвижимости,монолитный дом,False,2024,3.0,115.0,3.0,9.0,3.0,Нура р-н,https://krisha.kz/a/show/1002371084?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19217,51.133660973208,71.398980617305
4-комнатная квартира · 117.74 м² · 16/17 этаж,"жил. комплекс MOD Frame, монолитный дом, 2026 г.п., потолки 3м., ЖК Комфорт+ класса от BI Group в отличной локации Левого берега в бигвилле MOD Собственная аллея MOD, строится набережная рядом с домом 📍 Локация и инфраструктура: в шаговой доступности находятся школы (BINOM, лицей №88), детские са…",Турар Рыскулов 18/7,70000000.0,Риелтор,монолитный дом,False,2026,3.0,117.74,4.0,17.0,16.0,Есильский р-н,https://krisha.kz/a/show/1008994238?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19218,51.078078683757,71.43580024458
3-комнатная квартира · 85.9 м² · 9/16 этаж,"монолитный дом, 2009 г.п., состояние: не новый, но аккуратный ремонт, телефон: есть возможность подключения, интернет оптика, меблирована полностью, 12143705 Продается красивая уютная квартира в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные площадки и места…",Бауыржан Момышулы 14,45100000.0,Риелтор,монолитный дом,False,2009,2.7,85.9,3.0,16.0,9.0,Алматы р-н,https://krisha.kz/a/show/1008703495?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19219,51.140432,71.48122
1-комнатная квартира · 40.4 м² · 9 этаж,"2016 г.п., санузел совмещенный, Просторная и светлая полноценная 1 ком квартира с окнами на солнечную сторону, с видом во двор - в ней всегда уютно и тепло. Парадный вход с обеих стороны дома, облагорожен, есть возможность легко подняться с коляской, это важно для (будущих) родителей. Новая комф…",Жубан Молдагалиев 6,20800000.0,Риелтор,монолитный дом,False,2016,2.7199999999999998,40.4,1.0,9.0,9.0,Есильский р-н,https://krisha.kz/a/show/1008994477?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19223,51.124821,71.365086
5-комнатная квартира · 236 м² · 4/13 этаж,"жил. комплекс Нурсая Бонита, монолитный дом, 2010 г.п., состояние: не новый, но аккуратный ремонт, потолки 3м., санузел 2 с/у и более, 🔥🔥🔥Сатылымда 5 бөлмелі пәтер. 🔥🔥🔥 💥Астана қаласының төрінде орналасқан 🔹 5 бөлмелі пәтер -236 ш. м. Жанында “Бәйтерек”, Ақ орда, Министрлер үйі бар Бағасы: 180 000…",Достык 13/3,180000000.0,Риелтор,монолитный дом,False,2010,3.0,236.0,5.0,13.0,4.0,Есильский р-н,https://krisha.kz/a/show/1008486357?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19225,51.126002761219,71.434661147359
1-комнатная квартира · 43 м² · 9/9 этаж,"монолитный дом, 2016 г.п., санузел совмещенный, 12136008 Полноценная однокомнатная квартира общей площадью 43 м². Квартира очень тёплая, с комфортной планировкой и высотой потолков 2,7 м. Санузел совмещённый, аккуратный и функциональный. Есть балкон, который можно использовать как зону отды…",Азилхан Нуршайыков 6/1,22500000.0,Риелтор,монолитный дом,False,2016,2.7600000000000002,43.0,1.0,9.0,9.0,Есильский р-н,https://krisha.kz/a/show/1008994608?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19226,51.129518,71.361582
4-комнатная квартира · 151 м² · 8/9 этаж,"жил. комплекс GreenLine. Aurora, монолитный дом, 2026 г.п., состояние: черновая отделка, потолки 3м., санузел 2 с/у и более, Шикарная 4-комнатная квартира в ЖК бизнес-класса от BI Group Просторная квартира с продуманной планировкой и панорамными окнами по всему периметру — максимум естественно…",Е-899 3,125000000.0,Риелтор,монолитный дом,False,2026,3.0,151.0,4.0,9.0,8.0,Нура р-н,https://krisha.kz/a/show/1008994601?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19228,51.134491642925,71.38729293028
3-комнатная квартира · 80 м² · 4/9 этаж,"жил. комплекс Stockholm, кирпичный дом, 2022 г.п., состояние: свежий ремонт, потолки 3.3м., санузел совмещенный, телефон: есть возможность подключения, интернет оптика, без мебели, 12079358 Предлагаем 3-комнатную квартиру, 80 м², ЖК «Stockholm» Адрес: Астана, ул. Касыма Аманжолова, 20 Площадь: 80 м…",Касым Аманжолов 20,74000000.0,Риелтор,кирпичный дом,False,2022,3.3,80.0,3.0,9.0,4.0,Алматы р-н,https://krisha.kz/a/show/1007942917?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19229,51.113884785182,71.472317576354
2-комнатная квартира · 50.7 м² · 1/9 этаж,"жил. комплекс Turan Life, монолитный дом, 2024 г.п., потолки 3м., меблирована полностью, Риелторов просим не звонит👍",Абикен Бектурова 11/1,42500000.0,Хозяин недвижимости,монолитный дом,False,2024,3.0,50.7,2.0,9.0,1.0,Нура р-н,https://krisha.kz/a/show/1008994517?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19230,51.123695281907,71.39730838409
3-комнатная квартира · 83.8 м² · 7/12 этаж,"жил. комплекс Sat City, панельный дом, 2021 г.п., состояние: не новый, но аккуратный ремонт, потолки 3м., санузел 2 с/у и более, меблирована полностью, 🔥🔥🔥Срочная продажа полноценная 3 квартира🔥🔥🔥 ✅Жк Sat City✅ 📌комфорт класс левом берегу Астаны 📌закрытый двор 📌парковочные места и паркинг 📌детские…",Санжара Асфендиярова,57000000.0,Риелтор,панельный дом,False,2021,3.0,83.8,3.0,12.0,7.0,Нура р-н,https://krisha.kz/a/show/1008763085?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19232,51.131985766158,71.375907137408
2-комнатная квартира · 53 м² · 2/5 этаж,"кирпичный дом, 2006 г.п., состояние: не новый, но аккуратный ремонт, санузел совмещенный, меблирована полностью, Пластиковые окна, неугловая, комнаты изолированы, встроенная кухня, кладовка, тихий двор. Продаётся полноценная 2-комнатная квартира! -Квартира расположена в удобном районе, на пересечен…",Байсейтова,22000000.0,Риелтор,кирпичный дом,False,2006,2.75,53.0,2.0,5.0,2.0,Сарыарка р-н,https://krisha.kz/a/show/1008786494?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19233,51.181789891549,71.378490373016
2-комнатная квартира · 52 м² · 1/5 этаж,"кирпичный дом, 1987 г.п., меблирована частично, Пластиковые окна, комнаты изолированы, встроенная кухня, тихий двор. Бесплатная консультация по ипотеке 🤝 Полное сопровождение сделки — от просмотра до ключей! Продаётся 2-комнатная квартира в спокойном районе правого берега! Если Вы ищете кварти…",Ташенова,20000000.0,Риелтор,кирпичный дом,False,1987,2.6799999999999997,52.0,2.0,5.0,1.0,р-н Байконур,https://krisha.kz/a/show/1008788646?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19234,51.153456,71.442386
1-комнатная квартира · 40 м² · 8/12 этаж,"жил. комплекс Alpamys, кирпичный дом, 2021 г.п., потолки 3м., Продаётся полноценная 1-комнатная квартира площадью 40 м² в кирпичном доме от застройщика Svoydom. О квартире: • Свежий качественный ремонт • Чистая, светлая, уютная • При продаже остаётся вся мебель и техника. Квартира не в залоге. Отли…",Улы Дала 31 31/1 33 33/1,29000000.0,Риелтор,кирпичный дом,False,2021,3.0,40.0,1.0,12.0,8.0,Нура р-н,https://krisha.kz/a/show/1008592449?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19235,51.101335980693,71.401249926423
2-комнатная квартира · 60 м² · 1/9 этаж,"жил. комплекс ХАБАР, монолитный дом, 2021 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел совмещенный, интернет через TV кабель, меблирована полностью, Продается полноценная 2х комнатная квартира (распашонка). ✅Дом 2021 года ✅Хорошее место расположение ✅Дом с паркинго…",Таскескен 17 АБ,39000000.0,Риелтор,монолитный дом,False,2021,2.7,60.0,2.0,9.0,1.0,Алматы р-н,https://krisha.kz/a/show/1007513786?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19236,51.1293931087,71.482721929047
3-комнатная квартира · 75 м² · 2/9 этаж,"жил. комплекс KURMET, кирпичный дом, 2020 г.п., потолки 3м., Срочно Продается евротрешка Район дворец школьников, триатлон парк Комфорт класс Дом на пандусе и с паркингом 3м потолки Звоните !",Дауылпаз 7/2,42999000.0,Риелтор,кирпичный дом,False,2020,3.0,75.0,3.0,9.0,2.0,Алматы р-н,https://krisha.kz/a/show/1008994452?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19238,51.132670410585,71.461723938164
2-комнатная квартира · 52 м² · 4/9 этаж,"2023 г.п., потолки 3м., Отлично, добавим это как преимущество! Вот пример текста для объявления: --- *Продается квартира в ЖК Мынжылдык (Астана) Уютная и просторная квартира в кирпичном доме бизнес-класса! С красивым видом на красивые дома Депутатского городка, рядом Елки, деревья, новый эт…",Ахмедьярова 3,33000000.0,Хозяин недвижимости,кирпичный дом,False,2023,3.0,52.0,2.0,9.0,4.0,Сарайшык р-н,https://krisha.kz/a/show/1007336492?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19239,51.111178,71.502043
1-комнатная квартира · 45 м² · 3/9 этаж,"кирпичный дом, 2020 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.8м., санузел раздельный, меблирована полностью, Продается полноценная 1-на комн. квартира ✅Кирпичный дом ✅Удобный этаж ✅Локация топовая ✅В шаговой доступности все необходимое для жизни: школы, детские сады, магазин…",Кайыма Мухаметханова 28,24500000.0,Риелтор,кирпичный дом,False,2020,2.8,45.0,1.0,9.0,3.0,Нура р-н,https://krisha.kz/a/show/1000909246?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19240,51.144108209118,71.361581088836
2-комнатная квартира · 99 м² · 2/9 этаж,"монолитный дом, 2008 г.п., состояние: свежий ремонт, потолки 3м., санузел 2 с/у и более, меблирована частично, Проспект Республики, за магазин Есиль, 1 подъездный, 9 эт, огороженный дом, 2/9, тихий район, центр города, рядом школа, детсад, документы на руках, пишите пжл",Габдуллина 3,48000000.0,Хозяин недвижимости,монолитный дом,False,2008,3.0,99.0,2.0,9.0,2.0,Алматы р-н,https://krisha.kz/a/show/694966711?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19243,51.158438,71.432962
2-комнатная квартира · 63.5 м² · 5/14 этаж,"В залоге, жил. комплекс Кулан-2, монолитный дом, 2012 г.п., потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, ВОЗМОЖЕН ОБМЕН с вашей доплатой. По всем вопросам ПИСАТЬ, на звонки не отвечаю. Продается 2-х квартира 63, 5 кВ. м. в ЖК Кул…",Кордай 75,29800000.0,Хозяин недвижимости,монолитный дом,True,2012,2.7,63.5,2.0,14.0,5.0,Алматы р-н,https://krisha.kz/a/show/1007842929?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19244,51.133295673467,71.503244558698
2-комнатная квартира · 44 м² · 1/2 этаж,"кирпичный дом, 1974 г.п., потолки 2.6м., санузел совмещенный, меблирована частично, Здравствуйте. Продается квартира только за наличный расчет. Район Коктал 1 рядом 40 и 41 школа, мечеть, тихий район",Титова 14,15200000.0,Хозяин недвижимости,кирпичный дом,False,1974,2.6,44.0,2.0,2.0,1.0,Сарайшык р-н,https://krisha.kz/a/show/1005996355?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19245,51.180983,71.343391
3-комнатная квартира · 93 м² · 13/24 этаж,"жил. комплекс Алтын Шар 1, монолитный дом, 2018 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел раздельный, меблирована частично, Частично мебелирована, ремонт от застройщика, кухня полностью мебелирована",Туран 55/3,51000000.0,Хозяин недвижимости,монолитный дом,False,2018,2.7,93.0,3.0,24.0,13.0,Есильский р-н,https://krisha.kz/a/show/1008794972?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19246,51.118145520705,71.399056312929
1-комнатная квартира · 40 м² · 9/13 этаж,"жил. комплекс Триумф Есиль, кирпичный дом, 2024 г.п., потолки 2.8м., санузел совмещенный, интернет ADSL, ЖК ""Триумф Сити"". Вся ифоструктура в шаговой доступности. предчистовая отделка",Бухар жырау,26200000.0,Хозяин недвижимости,кирпичный дом,False,2024,2.8,40.0,1.0,13.0,9.0,Есильский р-н,https://krisha.kz/a/show/762018555?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19249,51.098274041533,71.431776349181
1-комнатная квартира · 40 м²,"жил. комплекс Tasty, кирпичный дом, 2025 г.п., состояние: свежий ремонт, потолки 2.7м., меблирована полностью, Полностью мебелирована. заходи и живи",М. Тынышбайулы 5,25000000.0,Хозяин недвижимости,кирпичный дом,False,2025,2.7,40.0,1.0,12.0,12.0,Алматы р-н,https://krisha.kz/a/show/1008413352?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19250,51.115228333009,71.535925308371
2-комнатная квартира · 38 м² · 10/12 этаж,"жил. комплекс Salman City, монолитный дом, 2025 г.п., потолки 3м., санузел раздельный, меблирована частично, Продается 2-комнатная квартира (евродвушка) ✅️ ЖК «Salman city 2» ✅ 38 кв ✅ Этаж 10/12 ✅Дом 2025 года, высота потолков 3 м ✅ Документы, техпаспорт на руках ✅ Ипотека, наличные ✅ Теплая, уют…",Казыбек би 41/1,28500000.0,Хозяин недвижимости,монолитный дом,False,2025,3.0,38.0,2.0,12.0,10.0,Нура р-н,https://krisha.kz/a/show/1008994401?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19251,51.096908646153,71.382093393245
2-комнатная квартира · 67 м² · 11/17 этаж,"жил. комплекс Фаворит, монолитный дом, 2013 г.п., потолки 3м., СРОЧНО ПРОДАМ: 2 комнатную квартиру - Застройщик, ТОО Dicoldi Partners, Является преемником компании «Казмонтажстрой». Все дома, построенные в Астане этой компанией (ЖК «Медео», ЖК «Тараз»), имеют характерное синее витражное остекл…",Богенбай батыра,32000000.0,Риелтор,монолитный дом,False,2013,3.0,67.0,2.0,17.0,11.0,р-н Байконур,https://krisha.kz/a/show/1008994186?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19252,51.177195694516,71.428120415658
3-комнатная квартира · 105 м² · 7/10 этаж,"жил. комплекс Сенатор Park, монолитный дом, 2024 г.п., состояние: свежий ремонт, потолки 2.9м., санузел 2 с/у и более, интернет оптика, меблирована частично, Продам 3х комнатную квартиру, 105 кв. м, свежий ремонт, документы на руках, можно в ипотеку. Светлая квартира, распошонка, окна на улицу и…",Айнакол 66/1,59000000.0,Хозяин недвижимости,монолитный дом,False,2024,2.9,105.0,3.0,10.0,7.0,Алматы р-н,https://krisha.kz/a/show/1008794347?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19253,51.128388403692,71.487231149822
1-комнатная квартира · 39.7 м² · 4/12 этаж,"жил. комплекс Alatau Park, кирпичный дом, 2024 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, меблирована полностью, Риелторы проходите мимо Продаётся квартира возле пересечения улиц Айтматова и Коргалжинское шоссе. Дом кирпичный, 12 этажный, 2 лифта, закрытый двор. Во дворе…",Ч.Айтматова 1/1,24000000.0,Хозяин недвижимости,кирпичный дом,False,2024,3.0,39.7,1.0,12.0,4.0,Нура р-н,https://krisha.kz/a/show/1008794851?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19254,51.154624975234,71.363888737029
3-комнатная квартира · 75.5 м²,"жил. комплекс GreenLine.Aqua Business, монолитный дом, 2023 г.п., состояние: черновая отделка, потолки 3м., санузел 2 с/у и более, Горячая цена 🔥🔥🔥В продаже 3х комнатная квартира-студия в ЖК Greenline Aqua business от застройщика Bi Group. Документы на руках. Высота потолков 3.3 метра. Отправлю сс…",Е-899,54000000.0,Риелтор,монолитный дом,False,2023,3.0,75.5,3.0,10.0,,Есильский р-н,https://krisha.kz/a/show/1008994211?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19255,51.132325357955,71.386474370846
4-комнатная квартира · 111 м² · 9/20 этаж,"жил. комплекс Dara Residence, монолитный дом, 2024 г.п., состояние: свежий ремонт, потолки 3м., санузел 2 с/у и более, меблирована полностью, ✨В продаже 4х комнатная квартира в доме премиум класса - Dara Residence✨ 🔰4 комнаты - 111м2 🔰Документы в порядке. Можно рассмотреть ипотеку. 🔰Этаж 9 из…",Сарайшык,195000000.0,Риелтор,монолитный дом,False,2024,3.0,111.0,4.0,20.0,9.0,Есильский р-н,https://krisha.kz/a/show/1008994106?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19258,51.132446691366,71.433345490122
3-комнатная квартира · 90 м² · 4/10 этаж,"жил. комплекс Нур Канат, монолитный дом, 2012 г.п., потолки 3м., санузел 2 с/у и более, интернет ADSL, Уютная, красивая квартира 5-камерные немецкие окна Межкомнатные двери 2.5м Эркерные окна во весь зал Лоджия на кухне Видеодомофония у входной двери Магистральные фильтры глубокой очистки холодно…",А. Бокейханова 8,60000000.0,Риелтор,монолитный дом,False,2012,3.0,90.0,3.0,10.0,4.0,Есильский р-н,https://krisha.kz/a/show/1003570021?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19259,51.115185529939,71.439173623512
1-комнатная квартира · 41.5 м² · 2/17 этаж,"жил. комплекс Бухар Жырау, монолитный дом, 2023 г.п., потолки 3м., санузел совмещенный, меблирована полностью, Продается 1 комнатная квартира, очень теплая , светлая, с ремонтом, новая, никто не жил, рядом спорткомплекс Астана арена, Алау, ботанический сад, трц Мена силквей, школы, садики, развит…",Туран 50/3 50/4 50/5,40000000.0,Хозяин недвижимости,монолитный дом,False,2023,3.0,41.5,1.0,17.0,2.0,Есильский р-н,https://krisha.kz/a/show/1008994295?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19260,51.105669666735,71.402163505554
2-комнатная квартира · 61 м² · 13/14 этаж,"жил. комплекс Сапа 2007, кирпичный дом, 2007 г.п., потолки 2.7м., СРОЧНО ПРОДАМ : 2 комнатную квартиру Застройщик: ТОО РОМУЛ - высота потолков : 2, 7 м - ЖК «Сапа-2007» — 14-этажный жилой дом, расположенный возле пересечения ул. Косшыгулулы и ул. Вторая Алматинская в Сарыаркинском районе Астаны…",Шаймерден Косшыгулулы,27000000.0,Риелтор,кирпичный дом,False,2007,2.7,61.0,2.0,14.0,13.0,Сарыарка р-н,https://krisha.kz/a/show/1008993853?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19263,51.167578718452,71.390025269502
3-комнатная квартира · 83.5 м² · 9/9 этаж,"кирпичный дом, 2007 г.п., потолки 2.7м., санузел раздельный, интернет оптика, меблирована полностью, Фото при запросе. Торг при осмотре",Бараева 25,50000000.0,Хозяин недвижимости,кирпичный дом,False,2007,2.7,83.5,3.0,9.0,9.0,р-н Байконур,https://krisha.kz/a/show/699905574?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19264,51.16054,71.438909
3-комнатная квартира · 83.5 м² · 5/16 этаж,"жил. комплекс Коксу, монолитный дом, 2009 г.п., потолки 2.8м., санузел раздельный, меблирована частично, Полноценная 3х комнатная квартира В шаговой доступности 🏡 Школа-Лицей #54 🏡Аптеки,стоматологии 🏡кофейни 🏡ЦОН 🏡Магазины,супемаркеты 🏡в 15 минутах езды Колесо обозрения 🏡KeruenCitu",Валиханова 3,44000000.0,Риелтор,монолитный дом,False,2009,2.8,83.5,3.0,16.0,5.0,Алматы р-н,https://krisha.kz/a/show/1008994285?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19265,51.163494526674,71.440291441977
1-комнатная квартира · 36 м² · 1/12 этаж,"жил. комплекс Qaiyndy 3, кирпичный дом, 2025 г.п., потолки 3м., Квартира в ЖК Кайынды-3 (3 очередь), уже тоже готова, документы на руках. Не угловая, что немаловажно. Кирпичный дом класса комфорт +. Окна выходят на набережную и на парковку (специально так брал, чтоб авто видно было), рядом крытый п…",Айтматова 77/7,21000000.0,Хозяин недвижимости,кирпичный дом,False,2025,3.0,36.0,1.0,12.0,1.0,Сарыарка р-н,https://krisha.kz/a/show/1007104287?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19266,51.167001,71.368823
3-комнатная квартира · 100 м² · 7/10 этаж,"жил. комплекс Эверест, кирпичный дом, 2009 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел 2 с/у и более, без мебели, Есть возможность перепланировки на 4х комнатную квартиру. Установлена новая входная дверь, а также новые меж комнатные двери. Варианты обмена приветствуются…",Култобе 11,37000000.0,Хозяин недвижимости,кирпичный дом,False,2009,2.7,100.0,3.0,10.0,7.0,р-н Байконур,https://krisha.kz/a/show/1007506147?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19267,51.175071206679,71.450911532023
2-комнатная квартира · 60 м² · 1/10 этаж,"кирпичный дом, 2016 г.п., 🔥🔥🔥Продается 2х комнатная квартира 🔥🔥🔥 В вашей квартире: ✅ Изолированные комнаты ✅ Идеальное состояние квартиры ✅ Качественный ремонт (делался для себя) ✅ Просторная ЛОДЖИЯ ✅ Квартира теплая зимой, не жаркая летом ✅ Солнечная сторона ✅ Дом кирпичный что обеспечивает хорош…",Косшыгулулы 24/4,26500000.0,Риелтор,кирпичный дом,False,2016,2.62,60.0,2.0,10.0,1.0,Сарыарка р-н,https://krisha.kz/a/show/1008994232?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19270,51.17414,71.380079
